"chunk_id","read_start","read_end","r1_n_reads","r2_n_reads","r1_prefilter_candidates","r2_prefilter_candidates","r1_primary_validated","r2_primary_validated","paired_partner_validated","elapsed_seconds","status","started_at","completed_at","candidate_output","validated_output","paired_output"
156,15500001,15600000,100000,100000,1,0,2,0,0,"16.0700089931488","COMPLETE","2026-08-16 17:27:53.852291","2026-08-16 17:28:09.929805","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000156.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000156.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000156.csv"
157,15600001,15700000,100000,100000,1,0,1,0,0,"15.8770718574524","COMPLETE","2026-08-16 17:28:10.947235","2026-08-16 17:28:26.828938","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000157.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000157.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000157.csv"
158,15700001,15800000,100000,100000,0,0,0,0,0,"8.52246308326721","COMPLETE","2026-08-16 17:28:27.408098","2026-08-16 17:28:35.936895","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000158.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000158.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000158.csv"
159,15800001,15900000,100000,100000,0,1,0,1,0,"16.2944059371948","COMPLETE","2026-08-16 17:28:36.804192","2026-08-16 17:28:53.104196","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000159.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000159.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000159.csv"
160,15900001,16000000,100000,100000,2,1,2,2,3,"20.5894839763641","COMPLETE","2026-08-16 17:28:54.110358","2026-08-16 17:29:14.705865","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000160.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000160.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000160.csv"
161,16000001,16100000,100000,100000,1,0,1,0,0,"15.2827460765839","COMPLETE","2026-08-16 17:29:15.256022","2026-08-16 17:29:30.543315","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000161.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000161.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000161.csv"
162,16100001,16200000,100000,100000,0,1,0,1,0,"15.6881051063538","COMPLETE","2026-08-16 17:29:31.656303","2026-08-16 17:29:47.349725","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000162.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000162.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000162.csv"
163,16200001,16300000,100000,100000,0,0,0,0,0,"8.96705889701843","COMPLETE","2026-08-16 17:29:48.407336","2026-08-16 17:29:57.381102","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000163.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000163.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000163.csv"
164,16300001,16400000,100000,100000,0,0,0,0,0,"8.5198290348053","COMPLETE","2026-08-16 17:29:57.939949","2026-08-16 17:30:06.465248","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000164.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000164.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000164.csv"
165,16400001,16500000,100000,100000,2,0,2,0,0,"18.7381548881531","COMPLETE","2026-08-16 17:30:07.450613","2026-08-16 17:30:26.193595","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000165.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000165.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000165.csv"
166,16500001,16600000,100000,100000,0,0,0,0,0,"8.47677302360535","COMPLETE","2026-08-16 17:30:27.178206","2026-08-16 17:30:35.66403","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000166.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000166.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000166.csv"
167,16600001,16700000,100000,100000,0,0,0,0,0,"8.03385591506958","COMPLETE","2026-08-16 17:30:36.282385","2026-08-16 17:30:44.321039","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000167.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000167.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000167.csv"
168,16700001,16800000,100000,100000,1,0,2,0,0,"16.4383480548859","COMPLETE","2026-08-16 17:30:45.403661","2026-08-16 17:31:01.849005","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000168.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000168.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000168.csv"
169,16800001,16900000,100000,100000,0,0,0,0,0,"8.66523003578186","COMPLETE","2026-08-16 17:31:02.874235","2026-08-16 17:31:11.548221","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000169.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000169.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000169.csv"
170,16900001,17000000,100000,100000,0,1,0,1,0,"16.1460590362549","COMPLETE","2026-08-16 17:31:12.785502","2026-08-16 17:31:28.93632","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000170.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000170.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000170.csv"
171,17000001,17100000,100000,100000,2,2,2,3,3,"22.4811191558838","COMPLETE","2026-08-16 17:31:29.508659","2026-08-16 17:31:51.995446","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000171.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000171.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000171.csv"
172,17100001,17200000,100000,100000,0,0,0,0,0,"8.69119811058044","COMPLETE","2026-08-16 17:31:52.886613","2026-08-16 17:32:01.582108","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000172.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000172.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000172.csv"
173,17200001,17300000,100000,100000,1,0,2,0,0,"15.6772680282593","COMPLETE","2026-08-16 17:32:02.64821","2026-08-16 17:32:18.330349","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000173.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000173.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000173.csv"
174,17300001,17400000,100000,100000,2,0,2,0,0,"17.8245379924774","COMPLETE","2026-08-16 17:32:18.904903","2026-08-16 17:32:36.734117","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000174.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000174.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000174.csv"
175,17400001,17500000,100000,100000,2,0,2,0,0,"16.8153669834137","COMPLETE","2026-08-16 17:32:37.614022","2026-08-16 17:32:54.434214","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000175.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000175.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000175.csv"
176,17500001,17600000,100000,100000,0,0,0,0,0,"7.94352912902832","COMPLETE","2026-08-16 17:32:55.612469","2026-08-16 17:33:03.561014","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000176.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000176.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000176.csv"
177,17600001,17700000,100000,100000,0,0,0,0,0,"8.68419909477234","COMPLETE","2026-08-16 17:33:04.164377","2026-08-16 17:33:12.854276","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000177.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000177.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000177.csv"
178,17700001,17800000,100000,100000,1,2,1,2,2,"21.9779620170593","COMPLETE","2026-08-16 17:33:13.976881","2026-08-16 17:33:35.959792","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000178.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000178.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000178.csv"
179,17800001,17900000,100000,100000,1,0,1,0,0,"16.4128289222717","COMPLETE","2026-08-16 17:33:36.954358","2026-08-16 17:33:53.372551","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000179.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000179.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000179.csv"
180,17900001,18000000,100000,100000,0,1,0,2,0,"15.5133950710297","COMPLETE","2026-08-16 17:33:53.997387","2026-08-16 17:34:09.51922","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000180.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000180.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000180.csv"
181,18000001,18100000,100000,100000,0,1,0,1,0,"15.840451002121","COMPLETE","2026-08-16 17:34:10.469019","2026-08-16 17:34:26.317252","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000181.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000181.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000181.csv"
182,18100001,18200000,100000,100000,0,1,0,1,0,"15.124330997467","COMPLETE","2026-08-16 17:34:28.105073","2026-08-16 17:34:43.235855","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000182.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000182.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000182.csv"
183,18200001,18300000,100000,100000,1,0,1,0,0,"15.0931379795074","COMPLETE","2026-08-16 17:34:44.011938","2026-08-16 17:34:59.111023","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000183.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000183.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000183.csv"
184,18300001,18400000,100000,100000,1,1,1,1,2,"18.5098431110382","COMPLETE","2026-08-16 17:35:00.158608","2026-08-16 17:35:18.674075","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000184.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000184.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000184.csv"
185,18400001,18500000,100000,100000,1,1,2,1,3,"19.4815530776978","COMPLETE","2026-08-16 17:35:19.698544","2026-08-16 17:35:39.185077","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000185.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000185.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000185.csv"
186,18500001,18600000,100000,100000,0,1,0,1,0,"16.3491570949554","COMPLETE","2026-08-16 17:35:39.734222","2026-08-16 17:35:56.088284","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000186.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000186.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000186.csv"
187,18600001,18700000,100000,100000,0,1,0,1,0,"15.3471150398254","COMPLETE","2026-08-16 17:35:56.965554","2026-08-16 17:36:12.319159","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000187.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000187.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000187.csv"
188,18700001,18800000,100000,100000,1,3,2,3,4,"21.8066918849945","COMPLETE","2026-08-16 17:36:13.517502","2026-08-16 17:36:35.329552","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000188.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000188.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000188.csv"
189,18800001,18900000,100000,100000,2,0,3,0,0,"17.9991688728333","COMPLETE","2026-08-16 17:36:35.97743","2026-08-16 17:36:53.981738","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000189.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000189.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000189.csv"
190,18900001,19000000,100000,100000,2,0,3,0,0,"17.5604710578918","COMPLETE","2026-08-16 17:36:54.84953","2026-08-16 17:37:12.415365","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000190.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000190.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000190.csv"
191,19000001,19100000,100000,100000,0,0,0,0,0,"8.44499397277832","COMPLETE","2026-08-16 17:37:13.448322","2026-08-16 17:37:21.898669","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000191.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000191.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000191.csv"
192,19100001,19200000,100000,100000,0,0,0,0,0,"8.42784404754639","COMPLETE","2026-08-16 17:37:22.530443","2026-08-16 17:37:30.966775","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000192.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000192.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000192.csv"
193,19200001,19300000,100000,100000,2,0,3,0,0,"18.0038089752197","COMPLETE","2026-08-16 17:37:31.981532","2026-08-16 17:37:49.991082","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000193.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000193.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000193.csv"
194,19300001,19400000,100000,100000,2,1,2,2,3,"20.2984430789948","COMPLETE","2026-08-16 17:37:50.91043","2026-08-16 17:38:11.21359","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000194.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000194.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000194.csv"
195,19400001,19500000,100000,100000,1,0,1,0,0,"16.2134170532227","COMPLETE","2026-08-16 17:38:12.142603","2026-08-16 17:38:28.360884","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000195.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000195.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000195.csv"
196,19500001,19600000,100000,100000,0,1,0,1,0,"15.7151110172272","COMPLETE","2026-08-16 17:38:28.955118","2026-08-16 17:38:44.675386","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000196.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000196.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000196.csv"
197,19600001,19700000,100000,100000,0,0,0,0,0,"8.11744403839111","COMPLETE","2026-08-16 17:38:45.729753","2026-08-16 17:38:53.853966","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000197.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000197.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000197.csv"
198,19700001,19800000,100000,100000,0,1,0,1,1,"16.3430531024933","COMPLETE","2026-08-16 17:38:55.109814","2026-08-16 17:39:11.458035","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000198.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000198.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000198.csv"
199,19800001,19900000,100000,100000,2,1,3,1,0,"20.5638840198517","COMPLETE","2026-08-16 17:39:12.028757","2026-08-16 17:39:32.599675","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000199.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000199.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000199.csv"
200,19900001,20000000,100000,100000,1,2,1,2,0,"19.8536109924316","COMPLETE","2026-08-16 17:39:33.518702","2026-08-16 17:39:53.379753","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000200.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000200.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000200.csv"
201,20000001,20100000,100000,100000,1,0,1,0,0,"14.8865280151367","COMPLETE","2026-08-16 17:39:55.295324","2026-08-16 17:40:10.189911","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000201.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000201.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000201.csv"
202,20100001,20200000,100000,100000,0,1,0,2,0,"16.9051167964935","COMPLETE","2026-08-16 17:40:11.036796","2026-08-16 17:40:27.948122","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000202.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000202.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000202.csv"
203,20200001,20300000,100000,100000,1,2,1,2,3,"21.3989839553833","COMPLETE","2026-08-16 17:40:29.007947","2026-08-16 17:40:50.415024","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000203.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000203.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000203.csv"
204,20300001,20400000,100000,100000,2,1,2,2,3,"21.4602210521698","COMPLETE","2026-08-16 17:40:51.501024","2026-08-16 17:41:12.966304","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/candidates/chunk_000204.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/validated/chunk_000204.csv","F:/PROJECTS/IVMT1_Gene_Validation_R/raw_read_analysis/reports/tac102_4B3p_fast/full_v1/paired/chunk_000204.csv"
